CustomerID,Age,Gender,Geography,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
176,64,Male,Germany,1,27166.47,3,1,1,48808.95,0
177,31,Male,France,6,12619.75,3,0,1,48186.7,1
178,20,Female,Spain,9,222316.29,1,0,1,145280.13,1
179,18,Female,France,8,23948.47,1,1,0,46560.67,1
180,22,Female,France,0,199482.82,4,0,0,94765.36,0
181,43,Female,Spain,2,186758.66,2,1,0,15242.53,0
182,72,Female,Spain,6,149719.51,4,1,1,31608.89,1
183,31,Female,Spain,8,94490.68,3,0,1,13091.23,1
184,56,Female,Germany,4,228895.14,1,0,0,84826.74,1
185,44,Male,Germany,6,217770.31,1,1,0,78824.92,1
186,26,Female,France,9,106561.78,4,1,1,56329.15,0
187,32,Male,Spain,6,57931.24,1,1,1,108039.39,0
188,32,Female,France,3,68142.92,1,0,1,97611.25,0
189,43,Female,France,4,55080.89,3,0,1,94047.84,0
190,59,Male,France,1,135312.99,2,0,0,57076.14,1
191,77,Female,France,7,217134.71,1,1,0,55800.4,1
192,30,Male,France,0,193402.99,1,0,1,132282.77,1
193,68,Female,Spain,1,198877.61,4,1,0,86155.07,1
194,49,Male,Germany,2,112072.12,2,1,0,48112.79,0
195,56,Female,Spain,6,80611.21,3,1,1,86050.9,1
196,66,Male,Spain,5,189338.94,1,0,0,47347.91,1
197,69,Male,Spain,6,198324.57,2,0,1,35941.87,0
198,78,Female,Germany,10,173838.43,2,1,0,49504.7,1
199,49,Female,Germany,4,8026.78,4,1,1,98044.95,1
200,21,Male,Germany,3,147421.17,3,1,1,82217.32,0
201,47,Female,Spain,6,86761.46,2,1,0,33030.05,0
202,54,Male,Germany,2,49048.19,3,0,1,137107.8,1
203,40,Female,France,9,173598.82,2,0,1,79761.45,0
204,56,Male,Germany,6,67131.53,1,1,1,121121.53,1
205,62,Female,Spain,1,228210.29,3,0,1,56296.38,1
206,32,Male,Spain,7,74519.77,4,0,0,144058.32,1
207,60,Female,France,5,138795.15,2,0,1,115293.03,0
208,46,Male,Germany,2,206940.54,1,0,0,73630.96,1
209,53,Male,Germany,2,100529.58,2,1,0,136321.0,1
210,30,Female,France,4,207164.49,1,0,0,110445.31,1
211,49,Female,Spain,2,180924.1,3,1,1,70273.95,1
212,24,Male,Spain,5,230216.49,4,0,0,146379.27,1
213,76,Male,Germany,1,81458.64,1,1,1,51796.07,1
214,68,Male,Germany,7,26257.02,2,1,1,45919.91,0
215,39,Male,Germany,10,107587.37,1,0,1,135251.87,0
216,45,Female,Germany,10,196453.37,1,0,0,109032.06,0
217,19,Male,Germany,8,112608.78,4,0,1,58371.37,0
218,59,Male,Spain,6,65496.98,3,0,0,42452.34,1
219,62,Male,Spain,2,6900.79,1,1,1,34925.36,1
220,79,Female,Spain,10,78255.95,1,1,1,53889.49,0
221,74,Male,Spain,9,178345.28,2,0,0,27575.6,0
222,70,Female,France,3,36903.44,2,1,1,30348.74,0
223,23,Female,Spain,9,85219.85,3,1,1,118727.4,0
224,45,Female,France,1,5057.87,3,0,0,18926.43,1
225,45,Female,Spain,8,180438.75,3,0,0,71500.36,0
226,61,Female,Germany,4,220170.76,2,1,0,66699.84,1
227,61,Female,Germany,1,142132.08,1,0,0,144426.75,1
228,37,Female,Germany,9,6468.03,3,0,0,75175.83,1
229,47,Male,France,5,54406.33,2,1,1,32519.75,0
230,79,Male,Spain,6,109617.28,2,1,1,22376.66,0
231,28,Female,Spain,1,146895.31,3,0,0,112541.4,0
232,75,Male,France,0,124069.09,2,1,0,30683.1,1
233,72,Male,France,6,228966.51,1,1,1,141317.64,0
234,45,Female,France,0,234659.08,4,0,0,88289.87,1
235,42,Male,France,2,26788.12,2,1,1,66237.52,1
236,56,Female,France,3,34597.72,2,0,0,105806.57,1
237,79,Male,Germany,1,89513.73,4,0,1,37849.93,1
238,50,Female,Spain,6,105308.72,1,1,1,63516.05,0
239,18,Female,France,4,146516.67,3,1,0,14677.94,1
240,74,Male,Germany,0,193289.94,2,0,0,132874.94,1
241,44,Male,France,7,33941.93,1,1,1,69535.99,1
242,79,Female,Germany,9,200659.92,3,1,1,116235.53,1
243,74,Female,France,6,152507.08,1,0,0,138359.67,0
244,69,Female,Spain,3,245221.12,4,1,0,101391.04,1
245,30,Male,France,1,162791.92,2,1,1,62604.54,1
246,58,Male,France,6,179022.88,1,1,1,96733.99,1
247,20,Male,Spain,10,48802.22,3,0,1,60446.35,0
248,56,Male,Spain,1,192215.49,3,1,0,89423.96,0
249,23,Female,France,5,19816.54,3,0,0,70503.15,0
250,25,Female,Spain,0,164132.61,4,1,0,30981.58,1
251,44,Female,Spain,6,13893.23,1,1,0,119214.16,0
252,26,Female,Germany,6,28806.46,1,0,0,79498.67,1
253,79,Male,Spain,3,26966.57,3,1,1,36619.97,0
254,54,Female,Spain,3,13121.02,3,1,1,134856.15,0
255,50,Female,France,9,80284.73,3,1,0,129450.62,1
256,68,Male,France,4,248588.11,4,0,1,88235.66,0
257,59,Male,Germany,1,87056.34,4,0,1,145844.61,0
258,61,Female,France,8,190193.98,2,0,1,139803.84,1
259,41,Male,Spain,9,33079.25,2,1,1,135580.82,1
260,32,Female,Spain,3,113622.77,2,0,1,28660.85,1
261,76,Male,Spain,10,46278.96,3,1,0,51248.14,0
262,71,Male,France,8,48024.29,4,1,1,67426.63,1
263,49,Female,Spain,2,24922.51,4,0,0,126467.3,1
264,49,Male,Spain,8,108011.04,2,0,0,131973.01,0
265,41,Female,Germany,0,18883.73,3,1,1,115207.93,1
266,58,Male,Germany,6,227452.84,1,0,1,76135.9,0
267,69,Male,Germany,3,111975.08,3,0,1,32666.16,1
268,66,Male,France,6,209641.54,3,1,1,14927.47,1
269,79,Male,Spain,9,244866.11,2,1,0,107902.33,1
270,66,Male,Spain,5,169444.79,4,1,1,149181.57,0
271,75,Female,Spain,3,225377.69,4,0,0,58366.1,1
272,69,Male,Germany,3,33841.88,1,1,0,89622.47,1
273,29,Female,Spain,7,207498.41,4,0,1,123481.46,0
274,79,Male,Spain,6,67804.33,4,1,0,36107.42,1
275,56,Female,Spain,3,118149.51,1,0,0,126137.98,1
276,19,Male,Spain,10,161645.66,1,0,0,97548.04,0
277,20,Female,Spain,5,225885.9,2,1,1,89778.76,0
278,66,Female,France,5,227748.45,2,0,0,116719.44,1
279,54,Male,Spain,0,23025.59,2,0,1,43732.8,1
280,66,Male,France,1,91138.87,2,0,0,96069.26,0
281,73,Male,Spain,3,198293.8,4,1,0,43652.68,0
282,34,Female,France,5,175789.22,2,0,1,35134.96,0
283,76,Female,Spain,5,6588.11,3,1,0,97269.65,1
284,66,Male,Spain,0,112472.35,1,1,1,47699.35,1
285,19,Male,Spain,7,207313.27,2,0,0,110013.08,0
286,19,Female,Spain,1,184421.11,1,0,0,82027.96,0
287,45,Female,Germany,4,102962.45,4,1,1,107293.53,1
288,71,Male,Spain,3,183790.28,2,1,0,134826.64,1
289,40,Female,France,4,137802.68,3,0,1,29354.45,0
290,54,Male,Germany,4,228157.25,1,1,0,19343.41,0
291,49,Male,Germany,9,146781.79,2,1,1,65988.37,0
292,50,Male,Spain,7,100183.54,3,1,0,110339.07,0
293,18,Female,France,9,215730.16,4,0,1,134061.21,1
294,36,Female,France,6,12467.21,3,0,1,14871.22,0
295,79,Female,Germany,8,225127.66,4,1,1,121014.14,1
296,19,Female,France,10,174086.7,1,0,0,20558.4,0
297,70,Male,Spain,0,235151.47,2,0,1,91280.59,0
298,61,Female,Spain,5,62626.22,3,1,0,58174.4,1
299,43,Male,Spain,5,173730.34,3,1,1,12471.59,0
300,49,Male,Spain,1,202365.82,3,0,1,23593.08,0
301,23,Male,Spain,10,175525.64,4,0,1,59521.67,1
302,49,Female,Germany,7,52583.43,1,0,0,143525.48,0
303,72,Male,Spain,5,68897.39,1,0,1,31676.49,1
304,21,Male,Spain,10,141685.59,2,0,0,48076.79,1
305,72,Female,Germany,9,111687.65,2,0,1,149178.63,1
306,28,Male,Germany,8,183779.3,1,0,1,77286.87,1
307,73,Female,Germany,9,94669.17,1,1,1,46714.31,0
308,76,Female,France,4,214870.13,1,0,0,96231.53,1
309,34,Female,France,6,107980.1,3,0,1,71044.52,1
310,55,Male,Spain,5,10010.32,4,0,0,130163.14,1
311,41,Female,Spain,10,4341.02,1,0,1,11117.08,0
312,22,Female,Spain,4,161685.65,2,1,0,149548.73,1
313,69,Female,France,5,135138.28,4,1,0,19283.74,1
314,51,Female,Spain,3,135686.16,3,1,1,85197.32,0
315,23,Male,Spain,2,197502.25,4,0,1,107636.0,1
316,39,Female,France,0,93930.06,1,0,0,86976.23,0
317,28,Male,Germany,0,248861.75,4,1,0,52108.33,1
318,65,Female,France,5,236382.53,2,1,0,129760.59,0
319,33,Male,Spain,8,3240.44,4,0,1,70259.22,1
320,50,Female,France,7,223935.69,1,0,0,52098.19,0
321,26,Male,Germany,1,170137.41,4,0,1,117566.72,0
322,77,Female,Germany,8,125522.58,4,1,1,30419.82,1
323,76,Male,Germany,7,145686.87,4,0,0,38701.27,0
324,23,Male,Germany,8,210464.34,2,1,0,45387.77,0
325,33,Male,Germany,3,237759.35,4,1,0,70883.34,1
326,46,Female,Germany,8,140083.41,4,1,0,12847.08,0
327,20,Male,Spain,1,45322.86,3,0,0,148848.59,0
328,37,Male,Spain,0,159938.5,4,0,0,94021.13,0
329,77,Male,France,8,19054.74,4,1,0,145900.72,0
330,76,Male,Spain,9,158784.68,3,1,1,123043.46,0
331,53,Female,Germany,7,202152.95,2,1,0,28803.4,0
332,36,Male,Spain,6,88332.86,2,0,0,39269.53,1
333,43,Male,France,7,17796.11,3,0,0,14822.9,0
334,20,Male,Germany,0,173056.53,3,0,1,126730.67,0
335,36,Female,Spain,8,84832.19,4,1,1,93084.07,0
336,37,Male,Spain,9,62274.16,2,0,0,40109.11,1
337,49,Male,France,10,172295.44,2,0,1,145811.87,1
338,24,Male,Germany,8,242396.62,4,0,0,113143.46,0
339,69,Male,France,10,186330.59,1,0,0,108772.64,1
340,58,Female,Germany,8,122837.51,4,1,0,47379.15,0
341,50,Male,Germany,5,150127.68,1,0,1,53872.31,1
342,57,Male,Spain,3,35569.73,4,0,1,103517.04,1
343,56,Female,France,1,203303.32,3,1,1,93097.23,1
344,35,Female,France,10,151073.75,4,1,1,100619.7,1
345,57,Female,France,3,241457.6,3,0,1,133035.19,0
346,18,Male,Germany,6,244870.84,1,0,1,32456.13,0
347,28,Female,France,0,88646.67,1,1,0,26286.68,0
348,45,Male,Germany,8,247136.48,3,1,1,89048.64,1
349,74,Female,France,2,239208.38,3,0,0,80021.8,0
350,42,Male,France,3,159957.99,2,0,1,66401.78,1
351,67,Female,Spain,4,83366.11,2,0,0,136659.79,0
352,40,Male,France,2,188335.06,4,1,0,88173.24,1
353,48,Female,Spain,3,67809.31,3,1,1,89415.19,0
354,47,Male,Spain,4,157460.97,1,0,0,61300.1,0
355,59,Male,Germany,0,6145.4,2,0,1,58170.06,0
356,52,Male,France,8,157145.7,3,1,0,148264.62,0
357,24,Male,France,9,237902.07,1,1,0,97230.19,0
358,77,Male,France,9,58785.76,1,1,1,125516.19,1
359,33,Male,Spain,3,194544.87,3,1,0,72644.14,1
360,43,Male,France,8,73355.89,4,0,0,36859.6,0
361,65,Male,Germany,3,176962.44,2,0,0,55477.74,1
362,74,Female,Germany,0,174993.09,2,1,1,58457.82,0
363,69,Male,France,4,46184.44,3,1,0,89087.75,1
364,77,Male,Spain,8,149281.98,4,1,0,31646.2,0
365,66,Female,Germany,2,214792.24,1,1,1,64182.54,0
366,19,Male,Germany,4,95633.27,4,0,0,24080.8,0
367,18,Female,Spain,2,177569.24,2,1,0,79514.25,0
368,65,Male,Germany,2,168607.51,3,0,1,142639.42,1
369,79,Female,Spain,0,64378.5,2,0,0,57450.71,1
370,29,Female,Germany,1,229660.89,3,0,0,16959.74,1
371,22,Male,Spain,1,140878.02,4,0,1,95226.47,1
372,54,Female,Germany,8,88823.16,2,0,1,98862.15,0
373,49,Male,France,6,41089.59,4,1,1,77139.76,1
374,76,Male,Germany,7,118364.59,2,0,0,65560.34,1
375,72,Male,Germany,1,182528.36,4,1,0,134973.04,0
376,26,Male,France,8,155910.07,2,1,0,141381.21,1
377,58,Female,France,2,181763.14,3,0,0,104242.62,0
378,52,Male,France,9,197940.19,4,1,0,80171.5,1
379,36,Female,France,1,110251.19,4,1,0,19456.68,1
380,65,Female,Spain,0,130041.55,3,1,0,52145.34,0
381,33,Male,Spain,8,246605.53,1,0,0,49912.84,0
382,20,Male,Germany,7,242012.85,2,0,0,18153.95,1
383,37,Male,Germany,10,103704.28,2,0,0,128070.83,0
384,41,Male,Germany,3,171294.88,3,1,1,131386.66,0
385,71,Female,Spain,6,66897.54,2,1,0,137731.92,1
386,73,Male,Germany,2,38174.39,4,1,1,113853.3,1
387,50,Female,Germany,2,192100.31,4,1,0,109471.96,1
388,41,Male,Spain,3,109044.99,3,0,1,76895.71,1
389,69,Male,Germany,1,44263.2,4,0,1,130035.71,1
390,28,Male,Spain,9,189711.98,1,0,1,81418.84,1
391,66,Male,Spain,3,228792.59,2,1,0,14149.76,1
392,25,Female,France,9,233318.38,3,1,0,91887.45,0
393,53,Female,France,2,149083.43,3,1,1,64664.06,1
394,55,Male,Spain,7,119910.28,2,1,0,82981.71,1
395,57,Female,Spain,10,35466.65,1,0,1,71698.85,1
396,37,Female,France,1,198197.45,3,1,0,79551.75,1
397,79,Male,Germany,10,236330.79,2,0,1,25200.18,0
398,52,Male,Germany,8,222365.1,1,0,1,12034.65,1
399,65,Female,Germany,2,187945.86,3,1,1,57626.24,0
400,79,Female,Spain,3,1142.22,1,0,1,45635.44,1
401,42,Female,France,9,101937.72,3,0,1,45008.08,1
402,52,Female,Germany,9,102678.54,2,1,0,141193.33,0
403,42,Male,France,2,223592.06,2,0,0,124657.91,0
404,46,Male,France,2,16412.68,2,1,1,11871.92,0
405,35,Female,Spain,7,132805.65,1,1,0,11220.69,0
406,63,Male,Germany,7,34033.6,4,0,0,118765.99,1
407,35,Female,France,5,165573.48,1,1,1,147880.48,1
408,19,Female,Spain,3,198063.87,2,0,0,75128.89,0
409,71,Male,Spain,0,160489.8,3,0,0,70638.17,1
410,52,Female,Spain,3,198646.29,4,0,1,48615.43,1
411,33,Female,Germany,7,151874.07,1,0,0,103328.72,1
412,78,Male,Germany,5,47459.78,1,0,1,76030.92,0
413,58,Male,Spain,1,95665.88,3,0,1,33452.62,1
414,53,Female,Germany,2,239217.2,3,1,0,77392.45,1
415,50,Female,Germany,6,72043.73,2,0,1,62691.94,1
416,21,Male,France,10,15715.6,1,0,0,134572.83,1
417,50,Female,Spain,10,96207.49,3,1,1,118022.13,0
418,31,Female,Spain,3,91576.78,3,1,1,108174.64,1
419,38,Male,Germany,3,117577.2,4,0,1,55802.43,0
420,65,Male,Spain,4,140075.86,2,1,1,29546.15,1
421,37,Male,Spain,7,248105.82,2,0,0,131055.06,0
422,73,Male,Spain,6,189058.49,1,1,0,57984.63,0
423,25,Male,Germany,8,8972.69,3,1,0,93013.92,1
424,24,Male,Germany,4,178178.08,2,1,0,92715.58,1
425,20,Female,Germany,0,206057.94,1,0,0,139927.43,0
426,34,Female,France,3,223907.68,2,1,0,34041.31,1
427,50,Male,Spain,5,106001.53,1,1,1,118030.36,1
428,65,Male,France,5,78406.39,3,0,0,74762.68,1
429,29,Female,Germany,8,209831.2,2,0,0,34465.28,0
430,76,Female,France,9,194403.85,1,1,0,126989.41,1
431,68,Female,Spain,4,134010.61,1,1,0,124819.47,0
432,39,Male,Spain,4,29470.7,3,1,0,15625.54,1
433,72,Male,Germany,5,162940.33,2,0,0,109321.6,1
434,39,Female,Germany,10,16416.89,1,0,0,31492.78,0
435,63,Male,France,5,25091.7,1,1,0,95450.45,1
436,47,Male,Germany,2,82785.06,1,0,1,100132.37,0
437,55,Male,France,5,92793.87,1,1,0,103134.24,0
438,55,Female,Spain,7,115493.51,2,1,1,26813.56,1
439,62,Female,Spain,5,84785.74,4,0,0,93764.23,0
440,68,Male,Spain,10,8447.04,2,0,0,23980.85,1
441,71,Male,Spain,4,39353.92,1,0,0,114377.59,1
442,25,Male,Spain,2,28777.99,2,0,0,18924.25,1
443,44,Male,France,0,107795.9,2,1,0,116093.54,1
444,44,Male,Spain,4,53032.23,3,1,0,133688.94,0
445,51,Female,France,5,73386.32,3,0,0,51795.83,0
446,38,Male,Spain,5,117891.87,1,1,0,118960.88,1
447,47,Male,France,5,58890.46,4,0,1,68452.97,0
448,50,Male,France,2,61482.28,3,0,1,121679.9,0
449,45,Female,France,3,208286.04,2,1,1,106075.33,0
450,64,Female,Germany,2,137021.72,1,0,0,50479.67,1
451,50,Male,France,1,214189.86,4,1,0,37122.71,0
452,22,Female,France,7,128631.48,3,0,0,138063.9,1
453,77,Female,Spain,6,227316.06,1,1,1,127457.08,1
454,78,Female,France,10,63685.52,4,0,1,102386.28,0
455,65,Female,France,7,154167.51,1,1,0,58912.03,1
456,36,Female,Germany,5,125807.94,4,0,1,81464.31,0
457,21,Female,Spain,10,229672.73,3,0,1,88100.98,1
